类目id,类目名,属性id,属性名,属性值id,属性值,......
50010850,类目名,148886213,廓形,3833300,A型,4245311,H型,10435992,O型,139170,T型,111004,X型
,,13021751,货号
,,20608,风格,6384766,通勤,3267776,甜美,29934,街头
,,10142888,组合形式,44632,三件套,3386071,单件,31605,两件套,130567,假两件,20213,其他
,,122216349,裙长,3516807,超短裙,29967,短裙,29962,中裙,44597,中长款,29963,长裙
,,122276315,款式,100343,背带,20495,吊带,20858859,斜肩,3226839,挂脖式,29942,裹胸,14863995,其他/other
,,122216348,袖长,29445,短袖,29444,长袖,11162412,九分袖,3216779,七分袖,14587965,五分袖,29446,无袖
,,20663,领型,29447,圆领,29448,V领,29917,一字领,3276127,POLO领,9977673,荷叶领,3267194,双层领,29541,立领,29538,方领,29546,高领,7486925,堆堆领,57658638,海军领,3267192,连帽,30066992,半开领,29075742,半高领,28867202,围巾领,27316112,娃娃领,3267189,西装领,20213,其他,29482962,斜领,3267193,可脱卸帽,17219419,荡领,8251758,毛领
,,2917380,袖型,95316670,飞飞袖,11245515,公主袖,20213,其他,145654279,堆堆袖,27414723,衬衫袖,27414630,插肩袖,7576170,蝙蝠袖,42625521,花瓣袖,27414678,荷叶袖,3226292,常规,7216758,灯笼袖,27414703,包袖,19306903,喇叭袖,5618747,泡泡袖,33331631,牛角袖,53607756,连袖
,,20677,腰型,29952,高腰,29954,中腰,29953,低腰,69496479,超低腰,26363889,松紧腰,95284510,宽松腰
,,31611,衣门襟,115481,拉链,112631,一粒扣,103453,双排扣,103422,套头,85462454,单排两粒扣,112633,三粒扣,103454,单排扣,20213,其他
,,18551851,裙型,130312,蛋糕裙,5421384,公主裙,9834279,灯笼裙,130313,百褶裙,12652518,铅笔裙,6129887,荷叶边裙,20213,其他,3596436,不规则裙,106225407,大摆型,130318,A字裙,14320260,一步裙
,,20603,图案,46649,人物,29454,纯色,130164,花色,29453,格子,113019,圆点,29452,条纹,29455,手绘,14031880,卡通动漫,3255041,豹纹,3222563,千鸟格,45576,字母,129881,动物图案,20213,其他,107622,碎花,40793,风景,22083606,抽象图案,6845848,建筑,3666157,斑马纹,3755923,大花,8034069,动物纹
,,122216588,流行元素/工艺,115772,蝴蝶结,130316,荷叶边,115776,铆钉,3267928,植绒,115777,流苏,3267932,破洞,115771,镂空,41118856,抽褶,130138,肩章,7573005,亮丝,3332415,镶钻,7600710,露背,141823124,油漆喷溅,148585979,手工磨破,130845,贴布,29957,绣花,4015931,链条,112602,褶皱,42536,木耳,148585986,勾花镂空,3243112,口袋,28102,系带,9142620,拼接,8611558,螺纹,17665110,扎花,32971735,立体装饰,7642045,不对称,3705386,绑带,5145675,扎染,29958,钉珠,3424792,波浪,112597,做旧,29959,亮片,100343,背带,3693451,纽扣,26325697,纱网,115481,拉链,148585996,乱针修补,148585997,锈斑处理,148585998,树脂固色,28386,蕾丝,6061030,燕尾,3235817,3D,129555,印花
